id_sample;ADH1C;DHRS11;UGP2;SLC7A5;CTSS;DAO;NIBAN1;PRUNE2;FOXF2;TENT5C;KLF10;FABP1;RPSAP19;NCAPH;TPM1;PLA2G12B;PLAAT4;IGLV8-61;GSS;L1TD1;RNF186;HES2;MXRA8;SOX18;NDFIP2;SIAE;NEURL1B;DDIT4;TRPM4;RETREG1;OTULINL;CPVL;SAMD9;ANKRD40CL;EPN3;CRYBG2;GIPC2;P3H2;STEAP3;THNSL2;TRAPPC14;RHBDL2;RPP25;SEMA4C;RNF43;EPS8L1;TOR4A;PAQR5;SIDT1;ESRP1;SYTL2;BSPRY;CDHR2;ERRFI1;CLIC5;PLLP;GAL;CRYL1;YBX2;ANGPTL4;tissue_status
EPSM-COLON-0011;8.084553999999999;5.7669;6.489974999999999;4.468389500000002;7.565344;8.935502999999997;3.5872039999999994;3.1115324999999987;4.225721;4.883205;5.4335084999999985;10.6223685;2.2105455000000003;2.2708435;6.231005999999999;3.713772;5.861279;8.369441499999999;5.3963085;2.8157225;5.376446499999999;3.369008;3.74502;4.013228499999999;5.223827;5.956192;5.225863;4.3667620000000005;6.374494499999999;4.70196;4.412756;4.0038485;3.541764;3.9718145;3.588601;3.657435;4.596539;2.6893265;4.013926499999998;1.9629545;3.693079;4.040153999999999;4.28917;2.7943165;3.7078525;2.8238175;4.7272845000000006;4.2904245;2.9546915;5.9074515000000005;4.230699500000001;4.5470935;5.659986;4.7615155;5.054163000000001;1.939543;2.550369;6.687879500000001;4.002141;1.6125655;normal
EPSM-COLON-0012;10.03691615151515;6.217366898989898;6.6182801868686845;2.8322281767676767;7.001668212121213;8.10794084848485;4.2721154393939385;4.83167861111111;3.2040954494949485;2.841270787878788;6.758998893939394;9.161688924242425;2.428561045454545;1.7551701363636365;5.339004015151515;2.6704630555555555;6.858418333333331;5.532832207070706;4.699255045454546;3.1223713080808086;6.231400055555558;2.7468106313131306;4.932610909090908;2.316588328282828;3.684215853535353;5.496931434343433;4.658409171717172;5.410409919191919;3.326157136363636;3.8680639545454554;4.865188555555554;4.422660409090909;2.9647576767676767;3.891921833333333;4.2075714393939405;2.9674002828282826;2.984825090909091;3.335026651515151;5.3316666111111095;2.2130661868686863;2.742571585858586;2.204607156565656;3.5210188787878787;3.872422166666665;4.210059984848485;4.0431765909090895;4.982278651515152;5.0709983383838395;1.689819590909091;7.0404125;5.101149792929293;4.865006681818182;2.9606412979797985;4.6708757525252524;4.843830060606059;0.4006979343434341;5.172219565656565;6.981985388888888;4.427366787878788;1.0740941363636365;normal
EPSM-COLON-0013;9.809986303030303;5.507183868686868;6.454937247474747;1.9223769848484848;8.076822151515152;8.10794084848485;6.200456287878787;2.8199701666666663;4.246562020202019;5.496004691919191;4.709637924242424;11.806740257575758;2.688215015151515;3.0561716111111115;6.546318863636364;5.084831833333333;5.7052874747474736;1.3213092676767673;6.202841510101012;3.5673548535353543;6.459734803030305;3.343249515151515;3.59636404040404;2.9277830252525243;5.168687898989899;6.011325414141412;4.476188813131313;3.6722741818181817;6.0546193181818175;5.903809252525251;5.816205;3.0004460454545456;3.0314683333333337;3.8546861666666654;4.27716344949495;3.428824712121212;3.368478590909091;2.7147263686868683;2.700354166666666;2.483740045454545;3.7140348686868685;2.518859393939393;2.481115363636363;2.7293037828282816;3.308467702020202;3.0766147727272712;3.3396339242424244;4.78776043939394;2.414049893939394;4.3505085;4.401004984848486;4.788170318181818;3.9512277727272727;5.160357308080808;5.026683575757575;1.3264575757575756;3.890943404040404;6.298813136363636;2.997696262626263;3.3448355303030297;normal
EPSM-COLON-0014;4.741886353535354;5.223110656565655;6.672727833333332;2.990463166666667;8.45312603030303;8.26356143939394;6.441498893939394;5.397471611111111;4.081962035353533;4.956058813131311;5.179283146464647;12.04719946969697;2.131813651515152;2.5287385808080813;5.278638272727274;3.1196479444444436;4.374751868686867;4.236978994949495;5.80483332828283;1.29299451010101;4.2677212272727285;3.5002071161616155;3.0618652929292924;3.5389777222222207;4.475934277777777;5.734344040404039;5.543479484848485;4.770044121212122;6.246090348484849;3.834691080808081;5.633317222222222;3.895914348484848;3.498442929292929;4.524928166666666;3.894407393939395;2.186528171717172;5.112358136363637;3.0636452777777774;3.6571950555555546;2.6867454393939387;4.314056308080809;4.6288387020202;3.3585339545454542;3.023248510101009;4.140706732323232;3.336842954545453;2.4726825404040405;4.292094116161617;3.2831262575757583;5.4484285;3.613342075757576;5.47969759090909;4.092740126262627;4.581879106060606;6.1238046666666675;2.2522172171717165;3.955007212121212;6.001781722222222;4.196774767676768;2.1830608636363635;normal
EPSM-COLON-0015;8.655478;6.331216;7.228159999999999;3.989376500000001;8.990703;8.563209;0.9701869999999992;0.4879844999999996;2.558429999999999;5.990757;4.5189865000000005;12.0239055;2.0535714999999994;3.9426004999999997;3.4676660000000004;3.119718;7.313066999999997;11.270762500000002;5.5312875;2.7288255;5.8194335000000015;3.475454;2.3098810000000003;2.6799305;5.661280999999999;6.038385999999999;5.360729000000001;5.097334999999998;6.2154685;4.375585;5.622187;5.1559184999999985;4.794533999999999;4.5749995000000006;4.008678;4.027666999999999;4.7254760000000005;2.7700834999999997;4.7052154999999996;2.4611945;3.9069059999999998;4.624828999999998;4.801999;1.9266895;3.9543805;3.3303934999999996;5.3832375;4.596776500000002;3.2684185;6.5203884999999975;4.133428500000001;5.0483485;6.7849270000000015;3.9092195;6.4495400000000025;1.2708119999999996;1.0390989999999998;6.6852695;4.4213510000000005;2.0451745;normal
EPSM-COLON-0016;9.141956;7.0220249999999975;7.350196999999998;2.8472625000000003;8.414849;8.811843;0.7167369999999993;0.6478644999999994;2.7580089999999986;5.8870879999999985;5.063467500000002;12.519028500000001;1.9716985;3.2563765;4.267588;4.149668999999999;5.2104029999999995;9.6918525;5.790195499999999;3.7531325;6.733736500000001;3.843059;3.0937360000000003;2.6441044999999996;5.534053999999999;6.319870999999999;5.682062;3.652961;7.203445500000001;5.158738;4.871537;3.6282355;4.398472;4.8383325;4.287221;4.711869;5.023178999999999;2.7255884999999997;4.1783175;2.3506765;4.203597;4.867479;4.906336999999999;2.1711635;4.0409495;4.2691035;6.0346735;4.9307125;3.5191315000000003;6.1877985;5.2574105000000015;5.4632775;7.272408;3.2161075;5.7693270000000005;1.604118;1.4578749999999998;6.9586995;3.437964;2.7540595000000003;normal
EPSM-COLON-0017;8.902266909090908;6.359403505050503;5.992132252525253;2.278405712121212;7.700518272727272;7.589205545454546;3.0669024090909085;4.203019722222222;2.2164955404040394;6.17093704040404;4.410772782828284;10.243755378787881;2.4656544696969696;1.5793591262626263;7.21034203030303;4.1303139444444446;6.414906464646464;7.152648722222222;4.699255045454546;3.221256540404041;6.1857331060606064;3.468815595959596;4.231081303030302;3.1722609040404035;5.43259404040404;3.1228053737373735;4.840629530303032;4.221159151515152;5.863148287878787;3.067114984848485;5.267541666666666;4.027600863636364;5.199564671717171;3.1472085;1.3542990252525249;2.2220223585858583;4.658949454545454;3.6839455606060607;4.545690166666665;2.5514085101010098;3.5140277222222225;4.539052348484847;5.145868121212121;4.623614247474746;3.8632937222222217;4.0431765909090895;2.7008276414141417;4.362903590909092;2.7399535303030302;5.9973885000000005;3.3070287222222223;4.365570318181819;6.6399624898989895;3.3804243787878794;5.026683575757575;1.5679600909090907;3.634688171717172;6.180000570707071;3.412761898989899;2.0246370454545453;normal
EPSM-COLON-0018;7.767617666666666;5.88594815151515;6.454937247474747;2.3970819545454547;7.162941303030302;8.937917333333337;5.7183710757575765;2.442774833333333;4.466028666666665;4.146139994949493;6.460133752525254;10.844903409090907;1.7237859848484849;2.1419543585858594;5.580466984848485;5.197128055555555;4.552156616161615;8.124538631313131;5.716387065656567;3.468469621212122;3.3543822373737378;3.468815595959596;3.6631763838383833;4.557635550505049;4.5748990808080805;6.644425696969696;5.933951681818183;3.809495424242424;3.326157136363636;5.336470398989898;2.3047596666666665;4.422660409090909;3.0314683333333337;4.338749833333333;4.485939479797981;2.6479526010101013;5.286746090909091;2.4045762272727274;4.853246166666665;2.822082368686868;2.7139991363636358;3.1024706919191916;2.9035761666666664;2.990587984848484;3.308467702020202;1.0319647727272718;5.164794732323234;4.8231651767676755;3.2831262575757583;5.558220499999999;3.394546823232324;4.865006681818182;5.8616445454545465;3.5139193484848485;5.300963848484847;2.2522172171717165;3.7628157878787882;5.556234601010099;3.2282882828282835;4.453802257575757;normal
EPSM-COLON-0019;9.053553474747474;7.0222409999999975;6.291594308080808;2.080611974747475;7.969306757575757;7.796699666666667;0.8975189545454538;3.3228972777777765;5.9474285303030285;4.506103914141413;4.1546026616161615;10.724673803030305;2.4656544696969696;2.317765368686869;7.21034203030303;2.3897225;7.745442070707068;5.8567955101010085;6.025948984848486;2.677387762626263;2.3040423989898997;1.899239585858585;3.629770212121211;2.8870367121212115;5.5645471111111116;6.248738020202018;5.153007287878788;4.632822878787879;6.916238954545454;5.236351777777777;4.4994130000000006;3.369168287878788;3.631864242424242;4.971756166666666;3.546447343434344;3.10937703030303;4.310173545454545;2.6759576010101007;5.194975055555553;2.4499058131313127;4.142621611111111;3.910547873737373;4.39843746969697;3.023248510101009;1.3665766313131311;3.1137902272727263;4.9366496313131325;1.9907861868686867;0.34999353030303026;6.2718685;5.057390742424243;4.903424863636364;6.6399624898989895;5.249353954545455;5.072396954545455;2.6144709898989897;1.8409015454545448;6.1502974292929276;0.8301312727272727;2.0246370454545453;normal
EPSM-COLON-0020;8.67533706060606;5.507183868686868;6.3188181313131295;3.030021914141414;7.646760575757575;8.782296742424244;3.4284663181818176;5.963264611111112;4.6854953131313115;5.136040772727271;5.0085030656565666;10.363984984848484;2.168907075757576;3.19682041919192;7.451805;2.3897225;4.818263737373736;10.06831844949495;5.80483332828283;3.666240085858586;3.2173813888888896;2.7782021515151505;4.398112161616161;3.946440853535353;5.1356996313131305;6.446581858585857;4.788566570707071;5.410409919191919;3.5176281666666664;4.034928323232323;3.950749666666667;4.422660409090909;4.232260151515152;3.8546861666666654;4.06838741919192;2.683446787878788;5.3565012727272725;3.102414045454545;4.408998611111111;3.329595853535353;3.3425930252525253;3.641188813131312;3.2935399848484845;2.892606409090908;2.85767156060606;3.448369318181817;5.757971994949496;4.646141489898991;2.3054153484848485;5.3386365;2.1255343585858593;5.172352136363637;5.0125704242424245;2.935441146464647;5.026683575757575;1.3264575757575756;2.161220585858586;6.7443602575757575;3.412761898989899;4.665034015151514;normal
EPSM-COLON-0021;7.691974383838383;2.9031794242424236;6.509384893939393;4.018990601010101;6.249060454545455;9.301032045454548;1.6809074242424236;3.3228972777777765;3.752762065656564;4.7760768535353515;4.368077762626262;11.806740257575758;2.243093924242424;1.8606567424242424;6.184124409090908;3.4003885;7.568037323232322;2.509174712121212;5.141486358585858;2.3312894494949497;6.733736500000001;2.5584615101010098;3.4961455252525244;3.2130072171717163;5.7294884494949505;5.259518828282827;5.257133207070709;5.776333232323233;5.958883803030304;4.2351655656565645;2.6705352222222216;2.7634103181818186;3.731930227272728;3.5940365;2.8157312373737384;3.961237515151515;2.7755595454545454;4.6143959848484855;3.1446017222222213;0.8258626616161615;3.999759363636364;4.404372818181816;3.716000787878788;1.7168274999999995;4.002000227272727;3.0766147727272712;5.392939833333334;5.248022025252525;2.3416268636363635;5.393532499999999;4.401004984848486;5.172352136363637;3.7389592424242415;4.6708757525252524;3.792422348484848;1.9302138636363635;3.7628157878787882;6.477031984848484;3.4588803030303032;4.2953784393939385;normal
EPSM-COLON-0022;9.885629585858583;6.312057969696967;6.890518419191919;4.493695570707072;5.550210393939394;9.352905575757577;2.2835139393939388;4.391617388888888;3.3138287727272715;3.3362211767676766;4.965808045454545;2.428830984848486;2.2801873484848487;3.3023070252525266;7.331073515151515;3.0073517222222215;5.0843708585858565;6.7206976515151515;5.318378883838385;3.864010550505052;4.724390722222223;2.6526360707070697;4.1976751313131295;2.6425588333333323;5.003746560606062;4.03288703030303;4.89269248989899;5.410409919191919;7.01197446969697;4.2351655656565645;5.706472333333334;2.631723803030303;3.631864242424242;3.1844441666666663;3.8596113888888888;4.032225888888888;4.5543166818181815;3.2574891161616164;3.8280594999999993;2.517574277777777;3.571172621212121;3.641188813131312;4.138461590909091;3.611137964646464;3.169761196969697;2.370281136363636;4.6172464898989904;5.141807813131313;2.269203833333333;2.1546685;3.0007153686868686;2.4062430454545454;5.932400722222222;6.0948220959595965;4.249556136363636;1.4069584141414142;4.083134828282828;6.209703712121211;0.6456576565656567;1.7605973484848485;normal
EPSM-COLON-0023;9.246982000000001;6.3531330000000015;6.640160000000002;2.8104975;8.37852;8.308164999999999;1.479003999999999;0.8880764999999995;2.9750399999999995;5.7887710000000006;4.9424285;11.9995985;2.1780694999999994;3.6772625;4.126071999999999;3.09758;4.560740999999998;7.826894500000001;5.7217035;3.3458655;6.303737499999999;3.4782260000000003;3.312539;3.9131264999999997;5.680854;6.351561;4.983418;5.145743;6.4986695;4.797385;5.3091230000000005;4.709611499999999;3.686428;4.617929499999999;4.2581370000000005;2.8229319999999998;5.312282;1.7847894999999996;4.890637499999999;2.2168625;3.855421;4.643750999999998;4.325393;2.3406905;4.3066575;3.3031485000000003;5.345551499999999;5.1168435;3.0267105;6.9220785000000005;4.7354675;5.3068525;5.2647629999999985;3.862762500000001;5.4385;2.170288;1.9459380000000002;6.8693265;3.835924;2.0684175;normal
EPSM-COLON-0024;9.129196757575757;6.312057969696967;7.407771060606059;2.7926694292929293;7.3242143939393936;9.145411454545457;2.2835139393939388;2.8199701666666663;3.25896211111111;4.6860858737373725;6.28935367171717;11.686510651515153;2.502747893939394;3.5836046414141425;7.029244803030303;2.5020187222222217;5.572233914141413;5.748807742424242;5.406825146464648;2.924600843434344;4.359055126262628;1.3969752626262624;4.164268959595958;2.7240514595959593;5.3006409696969685;5.9717566464646445;4.684440651515152;3.3520912828282823;5.671677257575758;4.3019113131313125;4.682300777777779;3.8432397424242426;2.8313363636363635;3.7057435;1.4238910353535348;4.529144505050505;4.833337409090909;3.0248765101010098;3.7597137222222208;2.8897508333333333;4.1997665101010115;4.539052348484847;3.5210188787878787;2.8272853585858577;4.106030106060606;3.188141136363635;5.0279076717171725;2.1324051363636363;3.5728183787878787;4.130924499999999;5.7137765;2.828843045454545;7.559792787878788;4.314889166666667;6.809505348484848;2.0509651212121214;2.0971567777777778;6.447328843434343;3.366643494949495;0.8100544393939393;normal
EPSM-COLON-0025;5.95217887878788;4.797000838383838;6.4004896010101;3.900314358585859;8.345610636363636;8.004193787878789;0.8975189545454538;0.6825299444444439;2.984628803030302;4.7760768535353515;6.075878570707071;11.806740257575758;2.354374196969697;2.5287385808080813;4.614615106060606;3.3442403888888887;5.3504779797979785;9.96033068181818;4.876147570707071;2.133518984848485;6.048732257575757;3.6885562373737373;4.565143020202019;3.335246156565656;5.168687898989899;5.0616749898989895;5.283164686868688;6.874103171717173;3.804834712121212;3.033742111111111;2.451069888888889;4.08027546969697;4.632524090909091;3.109972833333333;1.2847070151515148;4.564638691919192;4.833337409090909;3.6839455606060607;5.0241106111111105;2.077729257575757;3.4283103737373732;3.9554410505050495;5.080874151515152;2.0760932777777765;3.4124975808080804;2.9279129545454534;5.392939833333334;4.008856217171717;1.2552814090909092;6.1071805;5.276185994949495;5.05709759090909;2.111567176767677;4.314889166666667;4.2038427575757575;1.6484609292929289;1.4565186969696968;6.892875964646463;4.150656363636363;3.556067287878788;normal
EPSM-COLON-0026;5.271529000000001;4.317522;5.817727;3.0868835;5.017935999999999;8.127141;4.601111;4.078452499999999;4.872892;3.904985;4.553098499999999;7.576783499999999;2.0692805;2.4310185;7.153243999999999;2.226616;4.747537;3.470018500000001;4.6369655000000005;2.0162595000000003;4.511055499999999;1.8820290000000002;4.486771;2.8442025;4.099311999999999;3.8851190000000004;5.527166000000001;5.182378999999999;5.266301499999999;4.3954059999999995;2.924402;3.0246495;3.227288;2.6805894999999995;2.6841189999999995;2.777276;3.297422;4.1328225;2.7929854999999995;2.0631635;3.028714;3.1803069999999987;3.317572;4.2786295;2.9190125;2.7414775;4.0623455;2.9026835;2.0695125;4.2821435;3.300591500000001;3.7936235;3.963002;4.851910500000002;4.156596;2.592286;3.011209;4.883962500000001;2.351454;1.8707365;normal
